comp_id,begin,end,COGS,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,finished_prod,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,net_dom_sales,net_exp_sales,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,wages,D,balsheet_flag,balsheet_length,balsheet_notfullyear,year,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg,fast_growth,age
1002029.0,2012-01-01,2012-12-31,,14929.6298828125,203885.1875,120444.453125,0.0,0.0,0.0,,23459.259765625,11818.5185546875,0.0,677.7777709960938,15077.77734375,984270.375,,,41037.03515625,9722.22265625,1136514.875,93144.4453125,11111.111328125,23459.259765625,,,0,365,0,2012,2006.0,,2.0,0.0,0.0,1975.0,3101.0,male,Domestic,2711.0,27.0,2.0,3,East,2006-07-03,,0.4583333134651184,0,6.0
1011889.0,2012-01-01,2012-12-31,,36625.92578125,160166.671875,18911.111328125,0.0,0.0,0.0,,933574.0625,96751.8515625,1537.0369873046875,11866.6669921875,131766.671875,204659.265625,,,92614.8125,96751.8515625,433666.65625,1071011.125,17481.482421875,932037.0625,,,0,365,0,2012,1992.0,,1.0,0.0,0.0,1946.0,6198.0,male,Domestic,5510.0,55.0,3.0,2,West,1992-11-09,,1.621212124824524,0,20.0
1014183.0,2012-01-01,2012-12-31,,12551.8515625,199903.703125,8274.07421875,0.0,7.407407283782959,7.407407283782959,,118229.6328125,-1429.629638671875,0.0,0.0,18585.185546875,66744.4453125,,,55711.109375,-2351.851806640625,129729.6328125,309885.1875,11111.111328125,118229.6328125,,,0,365,0,2012,2001.0,,1.0,0.0,0.0,1946.0,3594.0,male,Domestic,5510.0,55.0,3.0,2,Central,2001-12-21,,0.7152777910232544,0,11.0
1018301.0,2012-01-01,2012-12-31,,0.0,1811.111083984375,592.5925903320312,0.0,11.11111068725586,11.11111068725586,,52155.5546875,-1096.2962646484375,118.51851654052734,496.2962951660156,1314.8148193359375,3325.926025390625,,,3407.407470703125,-1107.4073486328125,6722.22216796875,10781.4814453125,11111.111328125,52037.03515625,,,0,365,0,2012,2004.0,,2.0,0.0,0.5,1961.5,1246.5,mix,Domestic,5630.0,56.0,3.0,2,Central,2004-06-29,,0.1527777761220932,0,8.0
1022796.0,2012-01-01,2012-12-31,,688.888916015625,6166.66650390625,6792.5927734375,0.0,0.0,0.0,,5133.33349609375,-1262.9630126953125,0.0,555.5555419921875,3133.333251953125,17629.62890625,,,8070.37060546875,-1311.111083984375,26096.296875,3718.5185546875,3703.70361328125,5133.33349609375,,,0,365,0,2012,2001.0,2016.0,1.0,0.0,0.0,1969.0,5201.0,male,Domestic,5630.0,56.0,3.0,1,Central,2001-02-01,2016-06-06,0.0833333358168602,0,11.0
1046213.0,2012-01-01,2012-12-31,0.0,66944.4453125,2406474.0,1225500.0,19877.77734375,0.0,-19877.77734375,0.0,1434974.125,124362.9609375,0.0,1866107.375,3659.25927734375,3342996.25,30425.92578125,5359355.5,1924614.875,110022.21875,5389781.5,2482377.75,22962.962890625,1434974.125,1306737.0,,0,365,0,2012,1998.0,,1.0,1.0,0.0,1941.0,3469.0,male,Foreign,2920.0,29.0,1.0,3,Central,1998-04-07,,7.861111164093018,1,14.0
1109346.0,2012-01-01,2012-12-31,,111.1111068725586,16314.814453125,1374.0740966796875,0.0,0.0,0.0,,466.6666564941406,1137.0369873046875,0.0,0.0,13762.962890625,11014.814453125,,,21737.037109375,1003.7036743164062,33796.296875,15174.07421875,1851.851806640625,466.6666564941406,,,0,365,0,2012,2008.0,,1.0,0.0,0.0,1974.0,1995.0,male,Domestic,2732.0,27.0,2.0,2,Central,2008-02-13,,0.2416666746139526,0,4.0
1272750.0,2012-01-01,2012-12-31,,2922.22216796875,115288.890625,53907.40625,0.0,0.0,0.0,,5222.22216796875,2781.4814453125,0.0,40.74074172973633,17929.62890625,93188.890625,,,30929.62890625,2485.185302734375,133651.859375,3674.073974609375,1851.851806640625,5222.22216796875,,,0,365,0,2012,2011.0,,1.0,0.0,1.0,1958.0,1976.0,female,Domestic,5510.0,55.0,3.0,1,Central,2011-07-26,,0.4305555522441864,0,1.0
1388236.0,2012-01-01,2012-12-31,,3959.25927734375,75300.0,20292.591796875,0.0,0.0,0.0,,40140.7421875,81877.78125,1911.111083984375,0.0,23803.703125,203148.140625,,,26237.037109375,73688.890625,317648.15625,95148.1484375,9259.2587890625,38229.62890625,,,0,365,0,2012,2008.0,,2.0,0.0,0.5,1973.5,2634.0,mix,Domestic,2899.0,28.0,2.0,3,East,2008-09-02,,0.25,0,4.0
1645853.0,2012-01-01,2012-12-31,,10581.4814453125,15540.7412109375,14133.3330078125,833.3333129882812,0.0,-833.3333129882812,,75874.0703125,1311.111083984375,0.0,2366.666748046875,12581.4814453125,39233.33203125,,,19625.92578125,1159.25927734375,71681.484375,58122.22265625,57407.40625,75862.9609375,,,0,365,0,2012,1989.0,,1.0,0.0,0.0,1966.0,5070.0,male,Domestic,5510.0,55.0,3.0,3,West,1989-08-23,,0.2272727340459823,0,23.0
1840310.0,2012-01-01,2012-12-31,,1748.148193359375,36344.4453125,46100.0,48.14814758300781,0.0,-48.14814758300781,,3062.962890625,-15888.888671875,0.0,3285.185302734375,32644.4453125,108337.0390625,,,53366.66796875,-16155.5556640625,149770.375,-6488.888671875,11111.111328125,3062.962890625,,,0,365,0,2012,2002.0,,2.0,0.0,0.5,1967.5,4104.0,mix,Domestic,5610.0,56.0,3.0,3,Central,2002-12-31,,0.9583333730697632,0,10.0
2293689.0,2012-01-01,2012-12-31,,381.4814758300781,4429.62939453125,6981.4814453125,0.0,0.0,0.0,,2122.22216796875,155.55555725097656,0.0,4181.4814453125,248.1481475830078,49266.66796875,,,10292.5927734375,118.51851654052734,60300.0,-429.629638671875,1851.851806640625,2122.22216796875,,,0,365,0,2012,2009.0,,1.0,0.0,0.0,1976.0,2572.0,male,Domestic,5610.0,56.0,3.0,3,East,2009-12-16,,0.1597222238779068,0,3.0
2407000.0,2012-01-01,2012-12-31,,0.0,14425.92578125,17011.111328125,0.0,0.0,0.0,,13570.3701171875,659.25927734375,0.0,7544.4443359375,1711.111083984375,37014.81640625,,,15892.5927734375,551.8518676757812,49333.33203125,3577.77783203125,1851.851806640625,13570.3701171875,,,0,365,0,2012,2010.0,2016.0,1.0,0.0,0.0,1982.0,1965.0,male,Domestic,5610.0,56.0,3.0,2,Central,2010-01-19,2016-06-13,0.1319444477558136,0,2.0
2454300.0,2012-01-01,2012-12-31,,140.74073791503906,2081.4814453125,4159.25927734375,0.0,0.0,0.0,,1444.4444580078125,-2429.629638671875,0.0,2018.5185546875,62.96296310424805,36507.40625,,,20959.259765625,-2477.77783203125,55540.7421875,-633.3333129882812,1851.851806640625,1444.4444580078125,,,0,365,0,2012,2011.0,,2.0,0.0,0.5,1971.0,1841.0,mix,Domestic,5630.0,56.0,3.0,3,East,2011-12-15,,0.25,1,1.0
2904923.0,2012-01-01,2012-12-31,,296.2962951660156,10029.6298828125,17222.22265625,0.0,5333.33349609375,5333.33349609375,,374.0740661621094,-3481.4814453125,0.0,9700.0,329.629638671875,39618.51953125,,,9266.6669921875,-3481.4814453125,42737.03515625,-6818.5185546875,11111.111328125,374.0740661621094,,,0,365,0,2012,2007.0,,1.0,0.0,1.0,1978.0,3545.0,female,Domestic,5630.0,56.0,3.0,3,Central,2007-02-27,,0.1527777761220932,0,5.0
2929590.0,2012-01-01,2012-12-31,,311.1111145019531,10151.8515625,1100.0,0.0,0.0,0.0,,1418.5185546875,2940.74072265625,0.0,8866.6669921875,703.7036743164062,26644.4453125,,,5540.74072265625,2574.073974609375,36429.62890625,4918.5185546875,74.0740737915039,1418.5185546875,,,0,365,0,2012,1992.0,,1.0,0.0,0.0,1981.0,3512.0,male,Domestic,5610.0,56.0,3.0,1,Central,1992-06-17,,0.1666666716337204,1,20.0
2959476.0,2012-01-01,2012-12-31,,8903.7041015625,197288.890625,6870.37060546875,0.0,0.0,0.0,,60874.07421875,47996.296875,0.0,13551.8515625,125040.7421875,188348.140625,,,43151.8515625,42718.51953125,300607.40625,251292.59375,370.370361328125,60874.07421875,,,0,365,0,2012,2000.0,,1.0,0.0,0.0,1974.0,3111.0,male,Domestic,2899.0,28.0,2.0,1,Central,2000-02-29,,0.5069444179534912,0,12.0
3080595.0,2012-01-01,2012-12-31,,8488.888671875,195933.328125,84455.5546875,0.0,0.0,0.0,,27918.517578125,34274.07421875,0.0,141107.40625,6633.33349609375,338337.03125,,,193792.59375,31059.259765625,403729.625,135837.03125,11111.111328125,27918.517578125,,,0,365,0,2012,1991.0,,1.0,0.0,0.0,1926.0,6466.0,male,Domestic,2821.0,28.0,2.0,1,Central,1991-12-19,,0.9469696879386902,1,21.0
3101911.0,2012-01-01,2012-12-31,820466.875,1859216.75,21375706.0,9189965.0,494348.28125,135283.703125,-359064.5625,908518.4375,26772594.0,4563575.0,70698.2421875,5435618.5,7437924.0,29909216.0,360545.8125,40404300.0,3593757.0,4162300.0,40764848.0,27406540.0,2255719.5,26701894.0,2385914.5,,0,365,0,2012,2011.0,,2.0,1.0,0.0,,2011.0,male,Foreign,2932.0,29.0,1.0,3,West,2011-04-21,,21.22916603088379,1,1.0
3228704.0,2012-01-01,2012-12-31,,39803.703125,182085.1875,186911.109375,185.1851806640625,0.0,-185.1851806640625,,960129.625,-92255.5546875,192.59259033203125,65129.62890625,29703.703125,511459.25,,,204803.703125,-93114.8125,638500.0,820881.5,25925.92578125,959937.0625,,,0,365,0,2012,1993.0,,1.0,0.0,0.0,1960.0,3490.0,male,Domestic,5610.0,56.0,3.0,2,East,1993-12-21,,2.598484754562378,0,19.0
3258033.0,2012-01-01,2012-12-31,,16100.0,29500.0,40614.81640625,0.0,0.0,0.0,,497777.78125,-74111.109375,0.0,0.0,3848.148193359375,47348.1484375,,,11351.8515625,-74214.8125,48855.5546875,-23974.07421875,62962.96484375,497777.78125,,,0,365,0,2012,2004.0,,1.0,1.0,0.0,,273.0,male,Foreign,5510.0,55.0,3.0,1,Central,2004-07-27,,0.128787875175476,0,8.0
3372747.0,2012-01-01,2012-12-31,,15359.2587890625,27207.408203125,48562.96484375,0.0,0.0,0.0,,452037.03125,-14322.22265625,422.22222900390625,1333.3333740234375,6400.0,126618.5234375,,,80588.890625,-14785.185546875,194870.375,39814.81640625,11111.111328125,451614.8125,,,0,365,0,2012,2003.0,,1.0,0.0,0.0,1954.0,3083.0,male,Domestic,5610.0,56.0,3.0,3,Central,2003-06-17,,0.6597222089767456,1,9.0
4177013.0,2012-03-14,2012-12-31,,2307.407470703125,618.5184936523438,1648.148193359375,0.0,0.0,0.0,,11907.4072265625,5400.0,0.0,0.0,48.14814758300781,50007.40625,,,9481.4814453125,4803.70361328125,68070.3671875,10877.77734375,1851.851806640625,11907.4072265625,,,0,292,1,2012,2012.0,,1.0,0.0,1.0,1972.0,1753.0,female,Domestic,5610.0,56.0,3.0,1,Central,2012-03-08,,0.5972222089767456,0,0.0
